#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
4590;   7910;16.166;15.356;      ;13.030; -92.48;       ;4878;-2.324; 0.130;      ; 9.999; ; 0.769; 0.018;12 39 23.300;-26 45 45.61
4590;   8157;17.199;16.478;      ;14.400; -86.99; -90.05;5108;-2.232; 0.145;      ; 9.999;<; 0.430; 0.021;12 39 36.879;-26 45 38.93
4590;   8277;17.788;17.087;      ;15.242; -95.27; -98.21;5233;-2.217; 0.087;      ; 9.999; ;      ; 9.999;12 39 12.259;-26 45 36.07
4590;   8727;16.500;15.733;      ;13.417; -98.15; -98.53;4956;-2.187; 0.160; 0.218; 9.999;<;      ; 9.999;12 39 22.453;-26 45 24.25
4590;   8807;15.785;14.941;      ;12.591; -98.85;-100.07;4793;-2.237; 0.072; 0.040; 9.999; ; 0.199; 0.047;12 39 28.432;-26 45 22.42
4590;   8922;16.418;15.627;      ;13.337; -91.26;       ;4934;-2.228; 0.046;      ; 9.999; ; 0.256; 0.134;12 39 19.605;-26 45 19.73
4590;   8974;17.565;16.872;      ;14.900; -90.43;       ;5189;-2.215; 0.115;      ; 9.999; ; 0.260; 0.089;12 39 39.395;-26 45 18.08
4590;   9036;15.511;14.629;      ;12.118; -94.15;       ;4729;-2.206; 0.109;      ; 9.999; ; 0.080; 0.006;12 39 24.220;-26 45 17.06
4590;   9073;15.211;14.277;      ;11.712; -91.39; -92.38;4657;-2.243; 0.104; 0.146; 9.999; ;      ; 9.999;12 39 37.624;-26 45 15.57
4590;   9138;16.850;16.138;      ;14.059; -95.47; -96.41;5039;-2.163; 0.168;      ; 9.999; ; 0.405; 0.150;12 39 29.453;-26 45 14.30
4590;   9156;15.357;14.454;      ;11.978; -90.27; -90.85;4693;-2.264; 0.055; 0.388; 0.125; ;      ; 9.999;12 39 32.950;-26 45 13.67
4590;   9355;17.800;17.144;      ;15.133; -87.90; -91.21;5245;-2.178; 0.116;      ; 9.999; ; 0.260; 0.008;12 39 30.225;-26 45 08.67
4590;   9567;16.717;15.974;      ;13.803; -94.57; -96.44;5005;-2.229; 0.133; 0.348; 9.999; ; 0.300; 0.004;12 39 28.542;-26 45 04.14
4590;   9711;15.674;14.830;      ;12.437; -98.01; -98.59;4771;-2.181; 0.190; 0.450; 9.999;<; 0.308; 0.182;12 39 30.942;-26 45 00.70
4590;   9790;15.905;15.069;      ;12.691; -86.55;       ;4819;-2.281; 0.033;      ; 9.999; ; 0.305; 0.025;12 39 19.860;-26 44 58.94
4590;   9844;15.992;15.173;      ;12.719; -91.62; -92.40;4841;-2.269; 0.058; 0.557; 9.999;<; 0.303; 0.053;12 39 26.938;-26 44 57.63
4590;   9984;17.906;17.236;      ;15.236; -95.18; -94.78;5264;-2.216; 0.054;      ; 9.999;<; 0.194; 0.062;12 39 38.109;-26 44 54.45
4590;  10063;14.827;13.811;      ;11.058; -99.01; -99.73;4562;-2.252; 0.088;-0.024; 9.999;<;      ; 9.999;12 39 25.222;-26 44 52.80
4590;  10161;16.431;15.660;      ;13.335; -94.55; -95.73;4941;-2.304; 0.117; 0.299; 9.999; ; 0.368; 0.109;12 39 31.214;-26 44 50.44
4590;  10193;15.963;15.140;      ;12.726;       ; -98.47;4834;-2.282; 0.094; 0.385; 9.999; ; 0.289; 0.117;12 39 35.646;-26 44 49.42
4590;  10337;16.054;15.248;      ;12.811; -99.45;       ;4856;-2.265; 0.130;      ; 9.999; ; 0.036; 0.047;12 39 24.786;-26 44 46.18
4590;  10341;17.399;16.681;      ; 0.000;-100.67; -94.82;5150;-2.352; 0.098;      ; 9.999;<; 0.436; 0.129;12 39 17.810;-26 44 46.22
4590;  10372;16.137;15.330;      ;13.011; -88.98;       ;4873;-2.206; 0.084;      ; 9.999; ; 0.111; 0.072;12 39 22.533;-26 44 45.63
4590;  10557;17.828;17.147;      ;15.076; -89.88; -93.68;5245;-2.140; 0.046;      ; 9.999;<;      ; 9.999;12 39 20.150;-26 44 41.72
4590;  10779;15.291;14.374;      ;11.810; -87.06; -88.50;4677;-2.249; 0.067; 0.269; 9.999;<;      ; 9.999;12 39 23.214;-26 44 36.85
4590;  10901;16.434;15.656;      ;13.302; -97.01; -97.87;4940;-2.123; 0.132; 0.174; 9.999;<;      ; 9.999;12 39 25.882;-26 44 34.08
4590;  10918;17.022;16.331;      ;14.252; -91.44;       ;5078;-2.147; 0.207;      ; 9.999; ; 0.193; 0.142;12 39 25.320;-26 44 33.70
4590;  11003;15.574;14.717;      ;12.263; -91.91; -93.18;4747;-2.176; 0.183; 0.085; 9.999; ; 0.287; 0.072;12 39 30.957;-26 44 31.63
4590;  11244;16.146;15.348;      ;13.007; -94.33;       ;4877;-2.116; 0.122;      ; 9.999; ; 0.084; 0.059;12 39 41.012;-26 44 26.48
4590;  11392;15.932;15.128;      ;12.794; -92.39; -93.85;4832;-2.214; 0.115; 0.175; 9.999;<; 0.556; 0.190;12 39 23.106;-26 44 23.49
4590;  11649;15.918;15.099;      ;12.743; -91.14; -92.69;4826;-2.235; 0.094; 0.006; 9.999;<; 0.373; 0.131;12 39 30.882;-26 44 17.24
4590;  11694;14.848;13.840;      ;11.144; -90.91; -91.82;4568;-2.303; 0.093; 0.207; 0.021;<;      ; 9.999;12 39 19.722;-26 44 16.44
4590;  11816;18.068;17.410;      ;15.729; -91.15; -94.23;5299;-2.285; 0.164;      ; 9.999; ;      ; 9.999;12 39 36.522;-26 44 13.65
4590;  12072;16.972;16.250;      ;14.078; -88.77; -88.36;5062;-2.139; 0.212;      ; 9.999;<;      ; 9.999;12 39 23.022;-26 44 08.02
4590;  12120;15.963;15.137;      ;12.790;-105.08; -85.65;4833;-2.304; 0.068; 0.475; 9.999; ; 0.009; 9.999;12 39 25.969;-26 44 06.95
4590;  12417;18.156;17.514;      ;14.362; -95.42; -95.04;5321;-2.394; 0.030;      ; 9.999; ;      ; 9.999;12 39 36.853;-26 44 00.00
4590;  12521;15.566;14.702;      ;12.281; -93.59; -94.93;4744;-2.244; 0.104; 0.531; 9.999; ; 0.036; 0.245;12 39 31.684;-26 43 58.11
4590;  12725;16.332;15.558;      ;13.291; -93.66; -94.64;4920;-2.199; 0.149; 0.353; 9.999;<; 0.245; 0.019;12 39 17.300;-26 43 53.92
4590;  12808;16.773;16.044;      ;13.865; -94.83;       ;5019;-2.119; 0.181;      ; 9.999; ; 0.440; 0.021;12 39 35.606;-26 43 51.50
4590;  13002;15.014;14.058;      ;11.376; -90.60;       ;4612;-2.215; 0.122;      ; 9.999; ; 0.316; 0.015;12 39 29.741;-26 43 46.96
4590;  13072;16.287;15.510;      ;13.233; -95.83; -96.51;4910;-2.211; 0.126; 0.574; 9.999;<; 0.300; 0.099;12 39 26.086;-26 43 45.42
4590;  13311;17.627;16.945;      ;14.816; -94.89; -97.19;5204;-2.288; 0.083;      ; 9.999; ; 0.451; 0.129;12 39 23.926;-26 43 39.04
4590;  13566;16.831;16.109;      ;13.867; -98.24;       ;5033;-2.352; 0.169;      ; 9.999; ; 0.542; 9.999;12 39 29.363;-26 43 32.02
4590;  13702;16.543;15.790;      ;13.544; -92.16; -92.64;4967;-2.257; 0.107;      ; 9.999; ;      ; 9.999;12 39 29.782;-26 43 27.90
4590;  13853;17.796;17.134;      ;15.009; -93.30; -93.77;5243;-2.308; 0.114;      ; 9.999; ;      ; 9.999;12 39 37.422;-26 43 23.45
4590;  14042;17.680;17.025;      ;15.008; -94.13; -94.38;5220;-2.221; 0.066;      ; 9.999; ; 0.044; 9.999;12 39 23.020;-26 43 17.99
4590;  14147;17.821;17.155;      ;15.428; -96.87;       ;5247;-2.190; 0.197;      ; 9.999; ;-0.023; 0.184;12 39 32.639;-26 43 14.20
4590;  14295;17.347;16.656;      ;14.547; -98.50; -99.66;5145;-2.178; 0.127;      ; 9.999; ; 0.398; 0.093;12 39 21.146;-26 43 09.43
4590;  14337;17.373;16.688;      ;14.686; -92.29; -93.94;5151;-2.201; 0.095;      ; 9.999;<; 0.436; 0.112;12 39 37.858;-26 43 07.90
4590;  14401;15.480;14.614;      ;12.132; -94.41;       ;4726;-2.252; 0.101;      ; 9.999; ; 0.532; 0.056;12 39 20.136;-26 43 06.20
4590;  14510;17.787;17.124;      ;15.011; -89.68;       ;5241;-2.226; 0.160;      ; 9.999; ; 0.560; 0.124;12 39 23.297;-26 43 01.78
4590;  14655;16.384;15.633;      ;13.400; -87.58; -89.85;4935;-2.252; 0.137;      ; 9.999;<; 0.561; 0.159;12 39 27.387;-26 42 56.02
4590;  14699;15.831;15.016;      ;12.623; -92.62; -93.86;4809;-2.280; 0.142; 0.430; 9.999; ;      ; 9.999;12 39 37.326;-26 42 54.41
4590;  14863;16.846;16.134;      ;13.894; -89.93; -92.37;5038;-2.144; 0.217;      ; 9.999;<; 0.298; 0.151;12 39 12.125;-26 42 48.36
4590;  14897;16.962;16.250;      ;13.997; -95.49;       ;5062;-2.285; 0.195;      ; 9.999; ; 0.657; 0.011;12 39 19.063;-26 42 47.11
4590;  14908;15.246;14.356;      ;11.858; -92.94; -93.77;4673;-2.326; 0.085; 0.399; 9.999; ;      ; 9.999;12 39 30.076;-26 42 46.65
4590;  15010;16.433;15.677;      ;13.400; -89.07; -90.43;4944;-2.228; 0.110; 0.495; 9.999;<; 0.396; 0.001;12 39 39.366;-26 42 42.12
4590;  15159;16.736;16.011;      ;13.811; -93.19; -94.46;5013;-2.291; 0.125; 0.558; 9.999; ; 0.703; 0.086;12 39 28.300;-26 42 34.55
4590;  15242;17.241;16.554;      ;14.353; -94.55; -95.91;5124;-2.161; 0.174;      ; 9.999;<;-0.067; 9.999;12 39 34.028;-26 42 30.54
4590;  15243;17.123;16.435;      ;14.190; -91.64;       ;5099;-2.232; 0.078;      ; 9.999; ; 0.409; 0.038;12 39 21.490;-26 42 30.75
4590;  15289;18.129;17.483;      ;15.399; -85.69; -87.12;5314;-2.236; 0.222;      ; 9.999; ;      ; 9.999;12 39 23.183;-26 42 28.15
4590;  15350;17.469;16.798;      ;14.773; -96.05;       ;5174;-2.086; 0.111;      ; 9.999; ; 0.232; 0.052;12 39 26.024;-26 42 24.90
4590;  15498;17.308;16.618;      ;14.480; -92.72; -92.87;5137;-2.291; 0.180;      ; 9.999;<;      ; 9.999;12 39 43.521;-26 42 15.72
4590;  15539;17.875;17.227;      ;15.146; -88.97; -87.61;5262;-2.153; 0.103;      ; 9.999; ;      ; 9.999;12 39 26.126;-26 42 13.62
4590;  15796;16.566;15.823;      ;13.686; -90.84; -92.38;4974;-2.353; 0.118; 0.607; 9.999; ;      ; 9.999;12 39 13.930;-26 41 55.85
4590;  15905;16.933;16.222;      ;14.107; -89.73; -91.76;5056;-2.205; 0.135; 0.626; 9.999; ; 0.231; 0.018;12 39 42.691;-26 41 46.65
4590;  16128;18.138;17.495;      ;15.438; -90.96; -93.51;5317;-2.325; 0.222;      ; 9.999;<;      ; 9.999;12 39 38.633;-26 41 27.12
4590;  16183;17.703;17.044;      ;14.907; -90.45; -93.06;5224;-2.140; 0.118;      ; 9.999;<;      ; 9.999;12 39 36.495;-26 41 22.39
4590;  16258;16.426;15.668;      ;13.380; -89.78; -91.43;4942;-2.191; 0.133; 0.387; 9.999;<; 0.321; 0.042;12 39 39.527;-26 41 14.56
4590;  16391;18.109;17.463;      ;15.480; -93.24; -95.21;5310;-2.122; 0.130;      ; 9.999;<; 0.493; 0.162;12 39 28.307;-26 40 59.60
4590;  16449;16.862;16.134;      ;13.866; -91.32; -93.05;5038;-2.115; 0.112; 0.428; 9.999;<; 0.187; 0.097;12 39 46.828;-26 40 52.99
4590;  16548;17.934;17.286;      ;14.851; -85.93; -89.75;5274;-2.175; 0.161;      ; 9.999;<;      ; 9.999;12 39 32.961;-26 40 40.87
4590;  16795;16.679;15.944;      ;13.695; -93.10; -94.81;4999;-2.300; 0.127; 0.571; 9.999; ; 0.405; 0.034;12 39 23.591;-26 39 57.93
4590;  16806;17.819;17.167;      ;15.168; -87.53; -92.27;5249;-2.174; 0.158;      ; 9.999; ;      ; 9.999;12 39 21.898;-26 39 54.99
4590;  17118;17.682;17.009;      ;14.690; -93.34; -96.12;5217;-2.333; 0.117;      ; 9.999;<;      ; 9.999;12 39 21.337;-26 38 22.72
4590;  17346;17.531;16.797;      ;14.869; -89.70; -90.12;5174;-2.365; 0.062;      ; 9.999; ;      ; 9.999;12 40 02.789;-26 50 03.90
4590;  17697;17.928;17.263;      ;15.309; -94.99; -92.58;5269;-2.366; 0.145;      ; 9.999; ;      ; 9.999;12 40 01.855;-26 45 23.43
4590;  17705;15.748;14.931;      ;12.551; -92.31; -93.93;4791;-2.243; 0.130; 0.133; 9.999;<; 0.209; 0.051;12 39 50.938;-26 45 17.77
4590;  17796;16.491;15.760;      ;13.498; -93.73; -95.35;4961;-2.245; 0.149; 0.328; 9.999;<; 0.534; 0.000;12 39 52.494;-26 44 33.90
4590;  17877;17.946;17.318;      ;15.052;       ;       ;5280;-2.111; 0.161;      ; 9.999; ; 0.182; 9.999;12 39 56.328;-26 43 47.89
4590;  18344;16.864;16.188;      ;13.980; -89.20; -91.46;5049;-2.149; 0.113; 0.504; 9.999; ; 0.013; 0.126;12 39 50.501;-26 39 16.15
5904;  10001;14.320;13.106;      ;10.264;  54.48;  52.84;4300;-1.358; 0.136;-0.367; 9.999; ; 0.589; 0.127;15 19 19.135;+02 02 33.48
5904;  10004;15.120;14.129;      ;11.628;  56.85;  55.16;4626;-1.334; 0.121;      ; 9.999; ; 0.341; 0.092;15 19 10.351;+02 07 07.21
5904;  10005;15.188;14.204;      ;11.717;  56.88;  55.18;4646;-1.347; 0.157;-0.167; 9.999;<; 0.386; 0.021;15 19 09.944;+02 08 21.83
5904;  10006;15.158;14.181;      ;11.747;  60.28;  58.61;4653;-1.316; 0.136; 0.089; 9.999; ; 0.396; 0.063;15 18 54.220;+02 05 47.56
5904;  10010;15.433;14.520;      ;12.115;  54.97;  53.18;4737;-1.365; 0.141;-0.469; 9.999;<; 0.508; 0.038;15 19 01.772;+02 06 35.31
5904;  10015;15.452;14.512;      ;12.172;  57.50;  55.44;4750;-1.376; 0.160; 0.426; 9.999; ;-0.153; 0.043;15 18 59.558;+02 02 07.79
5904;  10026;15.764;14.885;      ;12.655;  58.32;  56.31;4858;-1.332; 0.147; 0.079; 9.999; ; 0.456; 0.005;15 19 04.087;+02 05 25.74
5904;  10029;15.773;14.887;      ;12.636;  57.11;  55.32;4854;-1.340; 0.141;-0.114; 9.999; ; 0.567; 0.093;15 18 54.216;+02 02 37.73
5904;  10045;16.386;15.573;      ;13.405;       ;  54.62;4999;-1.333; 0.161;-0.173; 9.999;<; 0.507; 0.013;15 18 58.342;+02 10 03.28
5904;  10053;16.761;16.016;      ;13.989;  53.58;  51.52;5087;-1.313; 0.186; 0.063; 9.999;<; 0.407; 0.075;15 18 57.838;+02 11 29.71
5904;  10054;16.698;15.931;      ;13.800;  47.14;  45.39;5061;-1.317; 0.113;-0.092; 9.999; ; 0.445; 0.069;15 19 13.242;+02 00 08.14
5904;  30013;14.864;13.850;      ;11.147;  50.30;  48.44;4512;-1.341; 0.162; 0.072; 9.999; ; 0.442; 0.189;15 18 00.799;+02 11 52.98
5904;  30031;15.454;14.546;      ;12.010;  50.62;  49.02;4737;-1.338; 0.206; 0.294; 9.999; ; 0.086; 0.106;15 18 10.760;+02 12 35.56
5904;  30057;15.858;14.991;      ;12.698;  53.00;       ;4867;-1.364; 0.120;      ; 9.999; ; 0.482; 0.047;15 18 12.334;+02 02 56.22
5904; 900026;13.913;12.566;      ; 9.291;       ;  59.32;4081;-1.361; 0.103; 0.012; 9.999; ; 0.430; 0.033;15 18 25.927;+02 05 07.84
5904; 900031;13.961;12.609;      ; 9.332;  42.47;  41.02;4090;-1.369; 0.117; 0.457; 9.999; ; 0.264; 0.081;15 18 35.053;+02 01 07.35
5904; 900033;13.977;12.632;      ; 9.287;       ;  47.64;4080;-1.328; 0.098; 0.553; 9.999; ;-0.022; 0.036;15 18 32.238;+02 01 34.59
5904; 900034;13.967;12.639;      ; 9.395;  60.82;  59.08;4104;-1.370; 0.151; 0.271; 9.999; ; 0.518; 0.081;15 18 24.174;+02 02 52.59
5904; 900035;13.942;12.657;      ; 9.620;  60.45;  58.99;4235;-1.385; 0.130; 0.372; 9.999; ; 0.538; 0.041;15 18 45.403;+02 04 30.60
5904; 900037;13.971;12.700;      ; 9.465;  54.42;  52.88;4119;-1.341; 0.111; 0.494; 9.999; ; 0.098; 0.034;15 18 28.768;+02 05 37.98
5904; 900041;14.055;12.765;      ; 9.575;  51.26;  49.56;4144;-1.367; 0.119; 0.318; 9.999; ; 0.557; 0.167;15 18 05.393;+02 02 01.67
5904; 900043;14.050;12.772;      ; 9.605;  50.72;  48.87;4151;-1.332; 0.124;-0.610; 9.999; ; 0.679; 0.176;15 18 16.315;+02 02 10.35
5904; 900045;14.093;12.808;      ; 9.655;  53.57;  51.61;4162;-1.328; 0.153; 0.203; 9.999; ; 0.589; 0.071;15 18 22.856;+02 03 10.16
5904; 900048;14.109;12.828;      ; 9.696;  56.27;       ;4171;-1.340; 0.146;      ; 9.999; ; 0.658; 0.024;15 18 27.184;+01 59 52.83
5904; 900072;14.331;13.140;      ;10.176;  53.48;  51.83;4282;-1.350; 0.111;-0.398; 9.999; ; 0.564; 0.055;15 18 42.098;+02 04 09.80
5904; 900073;14.347;13.141;      ;10.204;       ;  55.67;4289;-1.360; 0.119; 0.043; 9.999; ; 0.509; 0.015;15 18 32.630;+02 02 20.45
5904; 900077;14.348;13.180;      ;10.285;       ;  58.53;4308;-1.389; 0.098;-0.054; 9.999; ; 0.419; 0.013;15 18 42.422;+02 04 48.77
5904; 900084;14.386;13.232;      ;10.340;  48.72;  47.12;4321;-1.359; 0.106;-0.115; 9.999; ; 0.393; 0.057;15 18 39.550;+02 07 23.85
5904; 900085;14.394;13.234;      ;10.304;       ;  47.07;4312;-1.317; 0.150; 0.255; 9.999; ; 0.023; 0.016;15 18 44.500;+02 02 05.77
5904; 900097;14.449;13.345;      ;10.457;  42.13;       ;4348;-1.376; 0.139;      ; 9.999; ; 0.495; 0.071;15 18 35.089;+02 05 33.85
5904; 900101;14.515;13.369;      ; 0.000;  48.88;  47.38;4370;-1.342; 0.149; 0.470; 9.999; ; 0.051; 0.057;15 18 33.523;+02 06 36.13
5904; 900102;14.490;13.371;      ;10.549;  62.28;  60.63;4370;-1.370; 0.107; 0.477; 9.999; ;-0.084; 0.049;15 18 35.320;+02 07 40.07
5904; 900106;14.541;13.397;      ;10.548;       ;  51.87;4370;-1.367; 0.120; 0.527; 9.999; ;-0.089; 9.999;15 18 18.997;+02 08 19.14
5904; 900119;14.588;13.483;      ;10.671;  54.79;  53.15;4399;-1.311; 0.152;-0.078; 9.999; ; 0.456; 0.041;15 18 39.553;+02 02 52.51
5904; 900122;14.594;13.493;      ;10.731;  58.04;       ;4413;-1.336; 0.103;      ; 9.999; ; 0.670; 0.037;15 18 43.470;+02 03 07.79
5904; 900129;14.644;13.566;      ;10.794;  56.31;       ;4428;-1.361; 0.114;      ; 9.999; ; 0.365; 0.044;15 18 29.358;+02 03 49.74
5904; 900133;14.657;13.584;      ;10.829;  59.00;  57.54;4437;-1.348; 0.160; 0.197; 9.999; ; 0.485; 0.058;15 18 41.321;+02 05 01.71
5904; 900136;14.679;13.589;      ;10.868;  63.07;  61.50;4446;-1.328; 0.138; 0.387; 9.999; ; 0.065; 0.068;15 18 40.021;+02 05 15.22
5904; 900138;14.698;13.618;      ;10.829;  56.63;       ;4437;-1.366; 0.128;      ; 9.999; ; 0.319; 0.010;15 18 13.032;+02 05 46.75
5904; 900143;14.725;13.658;      ;10.921;  41.36;  39.47;4459;-1.332; 0.122;-0.543; 9.999; ; 0.700; 0.072;15 18 28.228;+02 04 51.20
5904; 900146;14.727;13.668;      ;10.973;  47.20;       ;4471;-1.373; 0.114;      ; 9.999; ; 0.546; 0.028;15 18 29.254;+02 02 06.79
5904; 900152;14.764;13.695;      ;10.938;  51.03;       ;4463;-1.324; 0.119;      ; 9.999; ; 0.309; 0.001;15 18 12.636;+02 03 10.58
5904; 900165;14.806;13.768;      ;11.073;  47.42;       ;4495;-1.336; 0.128;      ; 9.999; ; 0.530; 0.016;15 18 29.376;+02 07 49.97
5904; 900170;14.843;13.791;      ;11.113;  61.75;  60.20;4504;-1.364; 0.119; 0.167; 9.999; ; 0.642; 0.171;15 18 34.020;+02 07 15.85
5904; 900172;14.832;13.803;      ;11.142;  49.71;  47.96;4511;-1.377; 0.116;-0.685; 9.999; ; 0.659; 0.099;15 18 37.818;+02 07 02.52
5904; 900180;14.895;13.866;      ;11.207;  50.19;  48.30;4527;-1.317; 0.122; 0.232; 9.999; ; 0.098; 0.070;15 18 20.750;+02 06 41.47
5904; 900181;14.916;13.870;      ;11.145;  48.87;  47.02;4512;-1.331; 0.137; 0.183; 9.999; ; 0.332; 0.069;15 18 22.471;+02 02 24.63
5904; 900188;14.942;13.925;      ;11.340;  62.64;  60.81;4558;-1.343; 0.136; 0.049; 9.999; ; 0.488; 0.109;15 18 27.389;+02 04 19.29
5904; 900190;14.922;13.928;      ;11.302;  60.50;       ;4549;-1.322; 0.140;      ; 9.999; ; 0.383; 0.088;15 18 41.872;+02 05 53.95
5904; 900194;14.949;13.930;      ;11.327;  46.50;  44.74;4555;-1.359; 0.159; 0.059; 9.999; ; 0.362; 0.079;15 18 26.377;+02 02 38.94
5904; 900197;14.972;13.953;      ;11.334;  53.39;  51.79;4557;-1.370; 0.127; 0.200; 9.999; ; 0.404; 0.087;15 18 41.036;+02 02 24.70
5904; 900200;14.984;13.969;      ;11.382;       ;  55.63;4568;-1.340; 0.177; 0.461; 9.999; ;-0.162; 0.020;15 18 46.454;+02 06 33.83
5904; 900204;15.011;13.994;      ;11.423;       ;  48.06;4578;-1.304; 0.073; 0.397; 9.999; ; 0.254; 0.016;15 18 50.778;+02 05 00.06
5904; 900208;15.003;14.007;      ;11.463;  59.71;  58.30;4587;-1.334; 0.128;-0.654; 9.999;<; 0.531; 0.035;15 18 22.640;+02 06 39.83
5904; 900213;15.044;14.029;      ;11.435;  54.87;  53.03;4581;-1.337; 0.138; 0.543; 9.999; ;-0.056; 0.039;15 18 35.838;+02 07 18.12
5904; 900216;15.078;14.036;      ;11.453;       ;  47.24;4585;-1.333; 0.129; 0.357; 9.999; ;-0.014; 0.019;15 18 24.304;+02 01 09.53
5904; 900264;15.209;14.210;      ;11.665;       ;  50.12;4634;-1.324; 0.115; 0.425; 9.999; ;-0.037; 0.003;15 18 18.439;+02 03 55.00
5904; 900268;15.198;14.224;      ;11.678;  51.60;  49.89;4637;-1.310; 0.168; 0.343; 9.999; ;-0.183; 0.031;15 18 27.083;+02 07 29.64
5904; 900270;15.204;14.226;      ;11.700;  58.69;  57.01;4642;-1.309; 0.123; 0.284; 9.999; ;-0.075; 0.069;15 18 38.790;+02 04 01.28
5904; 900279;15.225;14.248;      ;11.724;  51.34;  49.72;4648;-1.344; 0.155; 0.100; 9.999; ; 0.327; 0.105;15 18 30.521;+02 09 22.36
5904; 900282;15.223;14.256;      ;11.761;  53.05;  51.49;4657;-1.351; 0.162; 0.375; 9.999; ; 0.108; 0.077;15 18 29.315;+02 06 37.92
5904; 900285;15.232;14.269;      ;11.715;  49.55;       ;4646;-1.367; 0.148;      ; 9.999; ;-0.110; 0.161;15 18 16.470;+02 07 17.82
5904; 900287;15.217;14.272;      ;11.834;  58.05;  56.20;4673;-1.347; 0.136; 0.143; 9.999; ; 0.495; 0.066;15 18 37.490;+02 04 55.53
5904; 900291;15.235;14.294;      ;11.598;  43.97;  42.15;4690;-1.377; 0.157; 0.293; 9.999; ;-0.020; 0.095;15 18 38.880;+02 04 50.14
5904; 900297;15.260;14.302;      ; 0.000;  60.18;  58.54;4703;-1.368; 0.109; 0.172; 9.999; ; 0.422; 0.195;15 18 27.698;+02 02 41.56
5904; 900301;15.256;14.310;      ;11.963;       ;  55.38;4703;-1.328; 0.112;-0.308; 9.999;<; 0.607; 0.010;15 18 30.794;+02 05 14.36
5904; 900315;15.290;14.356;      ;11.908;  59.23;       ;4690;-1.315; 0.104;      ; 9.999; ; 0.475; 0.029;15 18 52.402;+02 03 55.46
5904; 900322;15.324;14.384;      ;11.912;  52.44;  50.90;4691;-1.327; 0.163;-0.067; 9.999;<; 0.363; 0.087;15 18 24.394;+02 00 07.76
5904; 900323;15.339;14.386;      ;11.899;  57.55;  55.74;4688;-1.374; 0.150; 0.152; 9.999; ; 0.361; 0.149;15 18 24.289;+02 06 06.62
