#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
080.0892; -4.7872;HD 34860   ;05 20 21.4;-04 47 14; 93; -18;   3; -16;  19.6;  0.3;  -30;   12; 2
079.9979;-15.8394;HD 34865   ;05 19 59.5;-15 50 22; 24;  -7;  11;  31; -15.1;  0.4;  174;  201; 2
080.1004; -8.0297;HD 34892   ;05 20 24.1;-08 01 47;129;  16; -32; -20;  10.1;  1.3;    0;  -65; 2
079.9458;-22.5431;HD 34894   ;05 19 47.0;-22 32 35; 97;   8;  12; -17;  -3.4;  0.6;  -47;  -10; 2
079.7596;-36.7394;HD 34898   ;05 19 02.3;-36 44 22;115; -31;  23;  17; -13.2;  0.3;    7;   73; 2
080.5383;+31.3725;HD 34905   ;05 22 09.2;+31 22 21;116; -55;  19;  12;  55.8;  0.4;    7;   37; 2
080.2996;+11.1092;HD 34907   ;05 21 11.9;+11 06 33;111;  62;  -8;  -7; -55.6;  2.3;  -14;  -55; 2
079.9429;-25.9275;HD 34912   ;05 19 46.3;-25 55 39;125; -57; -16;  11;  37.0;  2.7;   39;   69; 2
079.5108;-51.2147;HD 34913   ;05 18 02.6;-51 12 53; 75;  18;  -3;   3;  -2.1;  0.8;    7;  -52; 2
080.4129;+15.8469;HD 34937   ;05 21 39.1;+15 50 49; 57;    ;    ;    ;      ;     ;  -32;  -47; 2
079.6171;-51.4269;HD 34962   ;05 18 28.1;-51 25 37; 37;  27;  -2;  -5;   0.3;  0.2;  -31; -153; 2
080.0192;-31.1669;HD 34970   ;05 20 04.6;-31 10 01; 35; -34; -25;  -9;  39.0;  0.6;   62;   95; 2
080.3246; -5.8114;HD 34991   ;05 21 17.9;-05 48 41; 35;   5;   1;   2;  -5.2;  0.1;    2;   -7; 2
080.0892;-32.6194;HD 35023   ;05 20 21.4;-32 37 10; 61; -22; -10;  -3;  18.7;  0.1;   17;   49; 3
080.5246; +7.0894;HD 35038   ;05 22 05.9;+07 05 22; 79;    ;    ;    ;      ;     ;  -37;    1; 3
080.3037;-14.1522;HD 35041   ;05 21 12.9;-14 09 08; 37;   0;   8;  -1;  -4.3;  0.2;  -29;   28; 2
080.0967;-33.3986;HD 35044   ;05 20 23.2;-33 23 55;   ;    ;    ;    ;  36.3;  0.8;   -4;   13; 2
080.0925;-33.3942;HD 35044   ;05 20 22.2;-33 23 39;119;    ;    ;    ;      ;     ;   -8;   13; 3
080.9287;+37.1889;HD 35060   ;05 23 42.9;+37 11 20;119;    ;    ;    ;      ;     ;   28;  -34; 2
080.5467; +5.3953;HD 35066   ;05 22 11.2;+05 23 43; 54; -19; -24;  -4;  25.1;  0.7;   44;  -51; 2
079.8421;-50.6058;HD 35072   ;05 19 22.1;-50 36 21; 36; -46; -29; -21;  43.9;  0.1;   23;  227; 1
081.5312;+61.2414;HD 35073   ;05 26 07.5;+61 14 29; 49; -34; -52; -12;   1.3;  0.1;   91; -257; 2
080.6562; +2.6031;HD 35112   ;05 22 37.5;+02 36 11; 20; -27; -27; -13;  36.4;  0.6;   70; -152; 2
080.1583;-39.7547;HD 35114   ;05 20 38.0;-39 45 17; 46;  -9; -15;  -1;  15.2;  0.4;   38;   13; 2
079.9367;-52.0381;HD 35139   ;05 19 44.8;-52 02 17;208;    ;    ;    ;      ;     ;   18;   21; 2
080.8604;+16.9814;HD 35147   ;05 23 26.5;+16 58 53; 50; -14; -34; -22;  21.7;  0.1;    8; -155; 1
080.9096;+17.3239;HD 35171   ;05 23 38.3;+17 19 26;   ;    ;    ;    ;  37.9;  0.3;  252;   -3; 1
080.9237;+16.4969;HD 35190   ;05 23 41.7;+16 29 49; 64;   3;   3; -14;  -0.2;  0.5;  -47;  -18; 2
080.9875;+19.9992;HD 35216   ;05 23 57.0;+19 59 57;104;  11; -26;  -3;  -7.8;  0.2;   22;  -50; 2
080.8933; +5.8217;HD 35241   ;05 23 34.4;+05 49 18;124; -53; -57; -13;  68.2;  0.1;   44;  -51; 3
077.6058;-80.4078;HD 35267   ;05 10 25.4;-80 24 28; 80; -20; -48;  -9;  36.0;  0.1;   62;   81; 2
080.9742;+11.0833;HD 35270   ;05 23 53.8;+11 05 00; 87;  -6;   3;  -6;   6.4;  0.1;  -14;    3; 2
080.6358;-25.5836;HD 35285   ;05 22 32.6;-25 35 01;156; -16; -29; -15;  35.9;  0.9;    7;   -8; 2
081.3012;+34.8633;HD 35295   ;05 25 12.3;+34 51 48;139;  12; -26; -22; -15.4;  5.3;   -7;  -50; 2
081.1058;+17.3833;HD 35296   ;05 24 25.4;+17 23 00; 15; -38; -15;   8;  37.8;  0.4;  251;   -7; 1
080.9637; -0.8664;HD 35317   ;05 23 51.3;-00 51 59; 58; -45; -21; -20;  53.7;  1.3;   -5;   -9; 2
081.1379; +9.1708;HD 35365   ;05 24 33.1;+09 10 15;114;  -7;  14; -15;   7.3;  0.1;  -36;   11; 2
080.7996;-26.7053;HD 35386   ;05 23 11.9;-26 42 19; 52; -25; -24; -11;  35.6; 31.7;   25;   24; 1
081.8508;+53.5908;HD 35392   ;05 27 24.2;+53 35 27;   ;    ;    ;    ;      ;     ;   -8;   -3; 2
081.0675; -6.8106;HD 35413   ;05 24 16.2;-06 48 38;   ;    ;    ;    ;   7.1;  4.0;   -2;  -71; 2
080.8013;-31.7486;HD 35416   ;05 23 12.3;-31 44 55; 67;  28;  12; -23;  -9.9;  3.0;  -89;  -76; 2
081.9708;+56.2786;HD 35421   ;05 27 53.0;+56 16 43; 79; -34; -21;   2;  21.9;  1.1;   42;  -79; 2
081.7537;+43.6467;HD 35466   ;05 27 00.9;+43 38 48;111;  -6;   8; -44;   4.0;  0.5;  -77;  -37; 1
080.7233;-42.3203;HD 35471   ;05 22 53.6;-42 19 13; 68; -55;  35;  -1;  -9.3;  3.7;  -48;  196; 1
080.0012;-66.0578;HD 35474   ;05 20 00.3;-66 03 28;120;    ;    ;    ;      ;     ;  -18;   50; 2
081.5067;+25.7597;HD 35480   ;05 26 01.6;+25 45 35; 76;   6;   9; -10;  -5.0;  0.3;  -37;    5; 1
080.8375;-36.6703;HD 35490   ;05 23 21.0;-36 40 13; 53; -49;   7;   0;  14.6;  0.3;    1;  189; 2
080.2537;-64.3325;HD 35568   ;05 21 00.9;-64 19 57; 89; -67;   4; -36;  12.9; 16.2;  -61;  168; 2
081.7554;+27.6100;HD 35586   ;05 27 01.3;+27 36 36; 81; -18; -11;   4;  17.6;  0.1;   28;  -17; 1
083.0596;+70.8150;HD 35598   ;05 32 14.3;+70 48 54; 47;  -8;  -8;  -6;  -0.4;  0.1;   -3;  -57; 2
081.6575;+16.2192;HD 35611   ;05 26 37.8;+16 13 09; 87;    ;    ;    ;      ;     ;   13;  -25; 2
081.4717; -6.3625;HD 35627   ;05 25 53.2;-06 21 45; 58; -15;   4; -42;  26.4;  0.3; -132;  -22; 2
081.3779;-14.1250;HD 35628   ;05 25 30.7;-14 07 30;111; -40; -19; -17;  46.5;  2.3;   -1;   18; 2
081.5958; +3.8564;HD 35638   ;05 26 23.0;+03 51 23; 63; -17;  -4;  15;  12.3;  0.7;   53;   37; 2
081.4125;-13.1322;HD 35643   ;05 25 39.0;-13 07 56; 93;  23; -15; -16;  -2.3;  1.3;  -16;  -70; 2
081.1254;-38.9694;HD 35650   ;05 24 30.1;-38 58 10;   ;    ;    ;    ;  31.7;  0.3;   41;  -59; 2
081.5175; -9.0917;HD 35660   ;05 26 04.2;-09 05 30; 97; -61; -22;  33;  45.3;  0.7;   95;   78; 2
081.2412;-34.2061;HD 35676   ;05 24 57.9;-34 12 22; 37; -49; -21; -16;  45.9;  0.2;   16;  182; 2
082.0037;+33.7636;HD 35681   ;05 28 00.9;+33 45 49; 34; -15; -28; -16;  12.1;     ;   20; -208; 2
081.0221;-47.3406;HD 35689   ;05 24 05.3;-47 20 26; 70;  13;  -5;  -3;   2.4;  0.4;   -4;  -42; 1
081.7958;+11.5256;HD 35712   ;05 27 11.0;+11 31 32; 63; -44; -18;  -2;  46.2;  0.4;   39;   -6; 2
081.4992;-19.6953;HD 35736   ;05 25 59.8;-19 41 43; 43;  -2;  -7;  -5;   8.0;  0.1;    1;  -20; 1
082.4712;+53.4328;HD 35741   ;05 29 53.1;+53 25 58; 56;    ;    ;    ;      ;     ;  -26;   24; 2
082.8887;+64.3186;HD 35759   ;05 31 33.3;+64 19 07; 79; -10; -24; -30; -12.7;  0.1;  -30;  -95; 2
081.6092;-14.0492;HD 35763   ;05 26 26.2;-14 02 57; 82;    ;    ;    ;      ;     ;   58;  -34; 2
082.0246;+22.9303;HD 35769   ;05 28 05.9;+22 55 49; 56;  26;   0; -35; -22.2;  0.3; -118;  -82; 1
081.7804; -1.0831;HD 35776   ;05 27 07.3;-01 04 59;   ;    ;    ;    ;  54.0;  0.2;  -12;   50; 2
084.5046;+78.3583;HD 35783   ;05 38 01.1;+78 21 30; 69; -76; -46;  -5;  17.7;  1.2;   70; -258; 2
081.5217;-30.6728;HD 35823   ;05 26 05.2;-30 40 22;   ;    ;    ;    ;  49.0;  0.2;   42;   33; 2
079.5362;-76.9039;HD 35828   ;05 18 08.7;-76 54 14; 63; -33; -89;  23;  50.8;  0.2;  244;  138; 2
082.0383;+16.4389;HD 35833   ;05 28 09.2;+16 26 20; 61; -49; -15; -27;  54.8;  0.2;  -38;  -54; 1
081.7696;-11.9008;HD 35850   ;05 27 04.7;-11 54 03; 27; -13; -17; -10;  22.8;  4.4;   18;  -50; 1
081.5613;-32.5047;HD 35854   ;05 26 14.7;-32 30 17; 18;  -6; -31;   4;  22.2;  0.2;  246;  -88; 2
083.2621;+68.0128;HD 35863   ;05 33 02.9;+68 00 46; 59; -60; -16; -13;  33.8;  0.6;    3; -190; 1
082.6875;+53.1617;HD 35864   ;05 30 45.0;+53 09 42;145; -21;  -4;  -8;  16.7;  1.7;   -5;  -23; 2
076.8271;-83.8597;HD 35877   ;05 07 18.5;-83 51 35; 48; -22; -31; -13;  22.0; 29.1;   48;  142; 1
081.7917;-16.5236;HD 35887   ;05 27 10.0;-16 31 25; 64;  42;  -7;  -8; -21.9;  0.3;  -17; -122; 2
082.3196;+32.1994;HD 35898   ;05 29 16.7;+32 11 58; 74; -14; -13;  -6;  12.9;  0.6;    8;  -43; 2
080.9412;-62.5817;HD 35918   ;05 23 45.9;-62 34 54; 63;  14;  -3;  -2;   4.1;  0.8;   -4;  -48; 3
083.5167;+69.6606;HD 35919   ;05 34 04.0;+69 39 38; 84;  65; -12;  -9; -59.0;  0.5;  -10;   78; 1
081.9279; -8.3272;HD 35929   ;05 27 42.7;-08 19 38;   ;    ;    ;    ;      ;     ;   -1;   -5; 2
081.8854;-13.5781;HD 35930   ;05 27 32.5;-13 34 41;107; 130; -40;  16; -80.9;  0.9;   53; -212; 2
082.0267; -1.6694;HD 35947   ;05 28 06.4;-01 40 10; 48;    ;    ;    ;      ;     ;  -28;  -62; 2
081.2958;-54.3178;HD 35949   ;05 25 11.0;-54 19 04;147; -30; -16; -13;  24.0;  0.7;    1;   39; 2
082.2150;+12.5508;HD 35956   ;05 28 51.6;+12 33 03; 29;  -4; -33;  -8;  12.2;  3.2;   87; -216; 2
082.8704;+54.6544;HD 35961   ;05 31 28.9;+54 39 16; 41; -50; -29; -53;  23.0;  0.2; -134; -361; 2
082.2121;-29.8964;CD -29 2277;05 28 50.9;-29 53 47;245; -27;-759;  11; 537.0;     ;  369; -279; 4
081.7775;-31.5661;HD 35974   ;05 27 06.6;-31 33 58; 59; -46; -40; -50;  76.4;  0.4;  -58;   40; 2
082.4192;+29.1864;HD 35984   ;05 29 40.6;+29 11 11; 89; -14; -23;  -2;  13.6;  0.7;   28;  -49; 1
082.2254; +9.4433;HD 35987   ;05 28 54.1;+09 26 36;105; -48; -22;  -8;  52.8;  0.3;   16;  -11; 2
082.1083; -3.4994;HD 36003   ;05 28 26.0;-03 29 58;   ;    ;    ;    ; -56.3;  0.3; -306; -797; 2
081.8787;-27.2692;HD 36007   ;05 27 30.9;-27 16 09;   ;    ;    ;    ;  27.9;  0.4;   -6;  -16; 2
081.4271;-53.4806;HD 36008   ;05 25 42.5;-53 28 50; 60; -24; -21;   8;  15.9;  0.1;   69;   73; 2
081.9867;-18.0039;HD 36018   ;05 27 56.8;-18 00 14; 67; -24; -18; -17;  34.0;  0.6;   -8;    5; 2
082.1537; -5.3617;HD 36035   ;05 28 36.9;-05 21 42; 96;  20; -33;   9;  -5.0;  0.4;   53;  -69; 2
082.3633;+13.4275;HD 36045   ;05 29 27.2;+13 25 39; 74; -21;  -3; -11;  23.2; 17.8;  -17;   -7; 2
081.6775;-45.0494;HD 36051   ;05 26 42.6;-45 02 58; 52; -15;   6;  -3;   1.2;  0.4;  -19;   62; 1
082.7812;+42.9203;HD 36053   ;05 31 07.5;+42 55 13;   ;    ;    ;    ;  12.7;  8.5;   -3;    2; 2
084.2317;+74.3192;HD 36065   ;05 36 55.6;+74 19 09; 62;  -9; -34;  -9; -18.0;     ;   36; -100; 2
083.1408;+57.2208;HD 36066   ;05 32 33.8;+57 13 15; 44; -52; -33;   3;  33.0;  0.1;  111; -225; 1
081.9662;-29.5739;HD 36081   ;05 27 51.9;-29 34 26;144;    ;    ;    ;      ;     ;   14;    8; 2
082.3088; +0.1986;HD 36088   ;05 29 14.1;+00 11 55; 85;  10; -14;  11;  -7.1;  0.6;   40;  -25; 1
082.0875;-22.4339;HD 36108   ;05 28 21.0;-22 26 02; 35; -35;   8; -25;  28.5;  0.1; -138;  148; 2
082.4192; +6.8278;HD 36114   ;05 29 40.6;+06 49 40; 90;  32; -39;   8; -20.9;  0.4;   62;  -92; 2
084.3892;+74.6886;HD 36130   ;05 37 33.4;+74 41 19; 50;  13; -60; -45; -62.6;  0.3;  -26; -180; 2
081.8154;-46.0942;HD 36137   ;05 27 15.7;-46 05 39; 68;  12;  -7;   3;   0.8;     ;   17;  -40; 2
083.0858;+49.3933;HD 36146   ;05 32 20.6;+49 23 36; 83; -20;  -6;   1;  16.4;  9.4;   13;  -29; 2
083.0887;+49.3939;HD 36146   ;05 32 21.3;+49 23 38;   ;    ;    ;    ;  12.4;  2.5;    8;  -25; 2
082.2462;-17.4292;HD 36152   ;05 28 59.1;-17 25 45; 47;  19;   6; -17;  -9.7;  0.3;  -85;  -72; 2
082.8446;+27.7689;HD 36215   ;05 31 22.7;+27 46 08; 86;  17; -21;   2; -17.8;  0.9;   29;  -42; 2
082.1167;-39.3708;HD 36223   ;05 28 28.0;-39 22 15; 39; -14; -28;  -1;  27.1;  0.6;   87;   19; 2
083.0767;+42.4156;HD 36229   ;05 32 18.4;+42 24 56;142;    ;    ;    ;      ;     ;    3;  -43; 1
083.1612;+45.5369;HD 36243   ;05 32 38.7;+45 32 13;102; -10;  -6;  -8;   7.2;  9.8;   -7;  -25; 1
082.6975; +8.3986;HD 36248   ;05 30 47.4;+08 23 55; 82;  -9;  20;   5;   2.0;  0.2;  -17;   57; 3
082.5292;-11.4403;HD 36272   ;05 30 07.0;-11 26 25;111;    ;    ;    ;      ;     ;  -14;  -30; 2
082.9504;+29.4375;HD 36281   ;05 31 48.1;+29 26 15; 36;  25;  -1;  -4; -25.0;  1.0;  -24;  -17; 2
085.0250;+76.7664;HD 36289   ;05 40 06.0;+76 45 59;109; -31; -12; -16;   7.7;     ;  -12;  -69; 2
083.0712;+35.6322;HD 36292   ;05 32 17.1;+35 37 56;159; -17;  -4; -19;  16.1;  6.6;  -17;  -20; 2
082.0571;-49.1547;HD 36300   ;05 28 13.7;-49 09 17; 91; -44;  10;   7;  -2.5;  0.2;    8;  106; 2
082.8479;+12.5561;HD 36308   ;05 31 23.5;+12 33 22; 36; -20; -40;   8;  25.6;  0.3;  173; -134; 1
081.6192;-63.1831;HD 36315   ;05 26 28.6;-63 10 59; 45; -17; -19; -15;  23.6;  0.2;   -4;   83; 2
082.3504;-34.5153;HD 36329   ;05 29 24.1;-34 30 55; 75; -12; -22;  -5;  24.0;     ;   24;    4; 2
083.0587;+29.1953;HD 36335   ;05 32 14.1;+29 11 43;   ;    ;    ;    ; -24.0;  4.4;  -17;  -32; 1
082.7496;-10.0808;HD 36379   ;05 30 59.9;-10 04 51; 42;  20; -71;  -7;  22.8;  0.1;  160; -314; 2
083.3200;+39.5056;HD 36387   ;05 33 16.8;+39 30 20; 54; -42; -14; -30;  37.2;  0.1;  -62; -139; 2
082.9096; +4.5356;HD 36391   ;05 31 38.3;+04 32 08; 71;    ;    ;    ;      ;     ;   91;  -89; 2
082.8637; -3.6769;HD 36395   ;05 31 27.3;-03 40 37;   ;    ;    ;    ;   7.9;  0.6;  765;-2092; 3
082.7162;-15.8042;HD 36396   ;05 30 51.9;-15 48 15;191;  20;   5;   0; -16.7; 13.7;   -5;  -12; 2
082.5137;-32.4636;HD 36399   ;05 30 03.3;-32 27 49;   ;    ;    ;    ;      ;     ;    2;    8; 2
083.0917;+19.1222;HD 36406   ;05 32 22.0;+19 07 20;122;  54; -20; -22; -48.0;  0.2;  -17;  -65; 2
083.0750;+17.7436;HD 36407   ;05 32 18.0;+17 44 37;145; -28; -28; -13;  32.7;  0.1;    9;  -36; 2
081.9137;-60.4158;HD 36435   ;05 27 39.3;-60 24 57; 20;  10;  -4; -19;  13.7;  0.2; -148;  -92; 2
082.9346; +0.0986;HD 36443   ;05 31 44.3;+00 05 55; 38;  45; -76;  -8;  -7.8;  0.6;  182; -454; 1
083.0538; +8.8858;HD 36470   ;05 32 12.9;+08 53 09;154;    ;    ;    ;      ;     ;   10;  -14; 2
082.7546;-28.5286;HD 36516   ;05 31 01.1;-28 31 43; 49; -40;   0;  -8;  25.2;  0.4;  -22;  136; 2
082.6267;-37.2025;HD 36518   ;05 30 30.4;-37 12 09; 44; -55; -45;  10;  50.5;  0.5;  174;  173; 2
082.4588;-47.0761;HD 36520   ;05 29 50.1;-47 04 34; 51;    ;    ;    ;      ;     ;   29;   -5; 2
083.7312;+49.0633;HD 36522   ;05 34 55.5;+49 03 48;100; -36; -12; -23;  26.1;  0.4;  -23;  -71; 2
083.1267; +2.6483;HD 36525   ;05 32 30.4;+02 38 54; 70;    ;    ;    ;      ;     ;   40;   14; 2
083.2879;+15.9436;HD 36548   ;05 33 09.1;+15 56 37; 70;  34; -39; -12; -24.6;  0.2;   30; -139; 1
082.5392;-47.0775;HD 36553   ;05 30 09.4;-47 04 39; 47;  24; -23;  -8;  16.8;  0.4;   20; -132; 1
083.1579; +0.0117;HD 36558   ;05 32 37.9;+00 00 42;   ;    ;    ;    ;  42.1;  8.3;   23;  -10; 1
082.4367;-53.2656;HD 36567   ;05 29 44.8;-53 15 56;135;   6; -15;  -1;  11.7;  0.3;   11;  -12; 2
083.0004;-17.7667;HD 36580   ;05 32 00.1;-17 46 00; 88; -45; -47;  -3;  59.5;  0.9;   61;   10; 2
081.7492;-68.6225;HD 36584   ;05 26 59.8;-68 37 21; 76;   5;   4;   2;  -3.8;  4.9;   -4;  -17; 3
082.8892;-29.6564;HD 36596   ;05 31 33.4;-29 39 23;177; -41; -52; -23;  69.1; 14.3;   14;    6; 2
082.8975;-30.8761;HD 36608   ;05 31 35.4;-30 52 34;118;    ;    ;    ;      ;     ;  -13;   -7; 2
082.5633;-50.5336;HD 36611   ;05 30 15.2;-50 32 01;121;    ;    ;    ;      ;     ;   41;   49; 2
083.5892;+27.3303;HD 36643   ;05 34 21.4;+27 19 49;152;  42;   4; -34; -40.3;  0.5;  -45;  -22; 2
083.4996;+15.5844;HD 36667   ;05 33 59.9;+15 35 04; 57;  18;   4; -13; -16.3;  0.1;  -51;  -28; 2
082.1867;-65.4483;HD 36705   ;05 28 44.8;-65 26 54; 15;  -8; -27; -14;  29.5; 14.1;   49;  138; 2
083.7771;+30.9289;HD 36723   ;05 35 06.5;+30 55 44; 81; -34;  -7;  -8;  33.3;  1.7;   -3;  -29; 2
083.7437;+26.9722;HD 36724   ;05 34 58.5;+26 58 20; 90;  27; -41; -13; -26.4;  0.1;   23;  -99; 2
083.6183;+15.7978;HD 36725   ;05 34 28.4;+15 47 52;421;    ;    ;    ;      ;     ;    2;  -16; 2
083.0604;-38.1975;HD 36747   ;05 32 14.5;-38 11 51; 50;  -8; -31;  11;  21.1;  1.5;  115;   -5; 2
084.0462;+44.3264;HD 36756   ;05 36 11.1;+44 19 35; 67; -15;  23; -25;  17.3;  0.3; -103;    4; 2
081.3292;-75.6922;HD 36767   ;05 25 19.0;-75 41 32; 36;  64; -19; -28;  46.0;  0.2; -104; -309; 2
083.9692;+37.0353;HD 36773   ;05 35 52.6;+37 02 07;198;    ;    ;    ;      ;     ;    4;  -13; 2
083.9558;+36.1114;HD 36792   ;05 35 49.4;+36 06 41;134; -33;   3; -27;  32.3;  0.2;  -36;  -25; 2
083.5208;-11.3594;HD 36844   ;05 34 05.0;-11 21 34;   ;    ;    ;    ;      ;     ;    2;    2; 2
083.4317;-18.6781;HD 36845   ;05 33 43.6;-18 40 41;132; -39; -26;   9;  38.2;     ;   38;   27; 2
083.3762;-24.3378;HD 36846   ;05 33 30.3;-24 20 16; 52;  40; -20;  -8;  -7.6;  0.4;   10; -182; 2
083.5379;-15.2842;HD 36869   ;05 34 09.1;-15 17 03; 59; -13; -21;  -6;  23.4;  0.4;   26;  -22; 2
083.9133;+20.9039;HD 36880   ;05 35 39.2;+20 54 14; 49; -28; -11;  -1;  28.5;  0.2;   27;  -24; 1
083.0854;-47.4750;HD 36889   ;05 32 20.5;-47 28 30; 57; -10;   5;   3;  -3.5; 10.7;    0;   43; 2
084.2037;+39.8250;BD +39 1358;05 36 48.9;+39 49 30;   ;    ;    ;    ;  -6.4;  0.1;   -3;    6; 2
084.1042;+32.0033;HD 36909   ;05 36 25.0;+32 00 12; 61;   3; -10; -10;  -3.2;  0.8;  -11;  -47; 2
084.2796;+41.8281;HD 36929   ;05 37 07.1;+41 49 41; 45; -10;  -5;  -3;   8.6;     ;    5;  -38; 2
084.1867;+37.1406;HD 36930   ;05 36 44.8;+37 08 26; 91;   2; -30;   0;  -5.9;     ;   37;  -58; 2
084.1254;+25.9400;HD 36994   ;05 36 30.1;+25 56 24; 85;  -4;   9;   8;   3.4;     ;    5;   30; 1
083.6271;-23.5278;HD 37002   ;05 34 30.5;-23 31 40; 95; -29; -59; -49;  78.6;  1.4;  -18;  -52; 2
083.3829;-40.9325;HD 37003   ;05 33 31.9;-40 55 57; 73; -25;  -6;  -9;  18.3;  1.1;   -9;   58; 1
086.5496;+78.2561;HD 37006   ;05 46 11.9;+78 15 22; 35;  17;   3;  -7; -12.0;  0.3;  -46;   71; 2
084.5504;+50.5322;HD 37009   ;05 38 12.1;+50 31 56;   ;    ;    ;    ;      ;     ;   -3;  -44; 2
084.1096;+21.9931;HD 37013   ;05 36 26.3;+21 59 35; 52; -31; -16; -23;  34.7;  0.7;  -41;  -87; 3
084.7021;+55.7478;HD 37030   ;05 38 48.5;+55 44 52; 62;   3;   7;   0;   0.0;  0.1;  -14;   22; 2
083.8867; -1.8461;HD 37038   ;05 35 32.8;-01 50 46;   ;    ;    ;    ;  17.1;     ;    4;    6; 1
083.9642; +5.0286;HD 37053   ;05 35 51.4;+05 01 43;100;   1; -18; -16;   8.2;  0.6;   -8;  -46; 2
084.7725;+56.3600;HD 37070   ;05 39 05.4;+56 21 36; 60; -26; -25; -13;  10.3;  3.1;   10; -132; 1
084.3854;+37.0867;HD 37071   ;05 37 32.5;+37 05 12; 67;  -9;  18;  -5;  10.6; 77.4;  -41;   35; 2
084.1142;+14.6539;HD 37088   ;05 36 27.4;+14 39 14; 66;   6; -20; -41;   4.6;  0.2;  -76; -125; 2
083.9437; -2.3739;HD 37090   ;05 35 46.5;-02 22 26;100;    ;    ;    ;      ;     ;   -9;   -8; 2
084.3404;+31.3311;HD 37097   ;05 37 21.7;+31 19 52;119; -39; -29;  -3;  37.0;     ;   25;  -51; 1
084.0429; +4.6294;HD 37101   ;05 36 10.3;+04 37 46;   ;    ;    ;    ;      ;     ;  -12;  -15; 2
083.3617;-49.3778;HD 37106   ;05 33 26.8;-49 22 40; 74;  45;   2;  11; -16.4;  0.8;   19; -121; 2
084.1725;+14.2258;HD 37126   ;05 36 41.4;+14 13 33;100;    ;    ;    ;      ;     ;   -6;  -43; 2
083.4004;-51.0656;HD 37144   ;05 33 36.1;-51 03 56; 46; -10; -17; -10;  21.0;     ;    4;   28; 4
084.7571;+45.4478;HD 37199   ;05 39 01.7;+45 26 52;   ;    ;    ;    ;-217.6;  4.2;   69; -108; 1
083.9208;-27.6208;HD 37213   ;05 35 41.0;-27 37 15; 84;  66; -56; -21;  11.9;  0.3;   25; -219; 2
084.9679;+52.8972;HD 37216   ;05 39 52.3;+52 53 50; 28; -18; -10;  -8;  11.0;  0.3;  -10; -141; 2
